100
0	0	0	3.883979e+00	0.000000e+00	
0	-2	0	3.398807e+00	4.414854e-01	
0	2	0	3.398807e+00	-4.414854e-01	
-1	-1	0	3.405473e+00	3.865956e-01	
1	1	0	3.405473e+00	-3.865956e-01	
1	-1	0	3.426898e+00	5.532306e-02	
-1	1	0	3.426898e+00	-5.532306e-02	
1	5	0	-6.222772e-01	2.423588e-01	
-1	-5	0	-6.222772e-01	-2.423588e-01	
-1	5	0	-6.428050e-01	1.810204e-01	
1	-5	0	-6.428050e-01	-1.810204e-01	
3	1	0	-6.531482e-01	1.391491e-01	
-3	-1	0	-6.531482e-01	-1.391491e-01	
3	-1	0	-6.656282e-01	5.388746e-02	
-3	1	0	-6.656282e-01	-5.388746e-02	
2	4	0	-6.261077e-01	2.322714e-01	
-2	-4	0	-6.261077e-01	-2.322714e-01	
-2	4	0	-6.591183e-01	1.073475e-01	
2	-4	0	-6.591183e-01	-1.073475e-01	
0	6	0	-4.206884e-01	1.717056e-01	
0	-6	0	-4.206884e-01	-1.717056e-01	
3	3	0	-4.284952e-01	1.511348e-01	
-3	-3	0	-4.284952e-01	-1.511348e-01	
-3	3	0	-4.538342e-01	2.198317e-02	
3	-3	0	-4.538342e-01	-2.198317e-02	
-1	-3	0	3.085808e-01	7.623465e-02	
1	3	0	3.085808e-01	-7.623465e-02	
1	-3	0	3.145063e-01	4.602333e-02	
-1	3	0	3.145063e-01	-4.602333e-02	
-2	0	0	3.163460e-01	3.074879e-02	
2	0	0	3.163460e-01	-3.074879e-02	
-2	2	0	-2.927395e-01	9.424116e-03	
2	-2	0	-2.927395e-01	-9.424116e-03	
2	2	0	-2.854435e-01	6.562329e-02	
-2	-2	0	-2.854435e-01	-6.562329e-02	
0	4	0	-2.831540e-01	7.485065e-02	
0	-4	0	-2.831540e-01	-7.485065e-02	
4	-4	0	2.897219e-01	1.871110e-02	
-4	4	0	2.897219e-01	-1.871110e-02	
-4	-4	0	2.611599e-01	1.268238e-01	
4	4	0	2.611599e-01	-1.268238e-01	
0	-8	0	2.524172e-01	1.434355e-01	
0	8	0	2.524172e-01	-1.434355e-01	
-2	-8	0	2.074956e-01	1.461391e-01	
2	8	0	2.074956e-01	-1.461391e-01	
2	-8	0	2.317547e-01	1.034439e-01	
-2	8	0	2.317547e-01	-1.034439e-01	
-3	-7	0	2.098259e-01	1.427667e-01	
3	7	0	2.098259e-01	-1.427667e-01	
3	-7	0	2.419410e-01	7.663886e-02	
-3	7	0	2.419410e-01	-7.663886e-02	
-5	-1	0	2.419364e-01	7.665330e-02	
5	1	0	2.419364e-01	-7.665330e-02	
-5	1	0	2.497948e-01	4.484908e-02	
5	-1	0	2.497948e-01	-4.484908e-02	
-1	-9	0	1.293500e-01	9.425401e-02	
1	9	0	1.293500e-01	-9.425401e-02	
1	-9	0	1.378615e-01	8.129791e-02	
-1	9	0	1.378615e-01	-8.129791e-02	
-5	-3	0	1.450690e-01	6.758250e-02	
5	3	0	1.450690e-01	-6.758250e-02	
-4	-6	0	1.337524e-01	8.787859e-02	
4	6	0	1.337524e-01	-8.787859e-02	
-5	3	0	1.598499e-01	7.760343e-03	
5	-3	0	1.598499e-01	-7.760343e-03	
4	-6	0	1.570443e-01	3.080819e-02	
-4	6	0	1.570443e-01	-3.080819e-02	
-1	11	0	-1.162015e-01	9.056659e-02	
1	-11	0	-1.162015e-01	-9.056659e-02	
1	11	0	-1.068947e-01	1.013835e-01	
-1	-11	0	-1.068947e-01	-1.013835e-01	
-5	7	0	-1.440955e-01	3.067977e-02	
5	-7	0	-1.440955e-01	-3.067977e-02	
5	7	0	-1.132238e-01	9.426104e-02	
-5	-7	0	-1.132238e-01	-9.426104e-02	
6	4	0	-1.256741e-01	7.687940e-02	
-6	-4	0	-1.256741e-01	-7.687940e-02	
6	-4	0	-1.472470e-01	4.767891e-03	
-6	4	0	-1.472470e-01	-4.767891e-03	
6	-2	0	-1.260098e-01	2.053669e-02	
-6	2	0	-1.260098e-01	-2.053669e-02	
6	2	0	-1.165855e-01	5.203829e-02	
-6	-2	0	-1.165855e-01	-5.203829e-02	
-4	8	0	-1.210746e-01	4.050305e-02	
4	-8	0	-1.210746e-01	-4.050305e-02	
4	8	0	-9.678535e-02	8.325866e-02	
-4	-8	0	-9.678535e-02	-8.325866e-02	
-2	10	0	-1.089037e-01	6.662449e-02	
2	-10	0	-1.089037e-01	-6.662449e-02	
2	10	0	-9.403438e-02	8.634983e-02	
-2	-10	0	-9.403438e-02	-8.634983e-02	
-4	2	0	1.189558e-01	7.698738e-03	
4	-2	0	1.189558e-01	-7.698738e-03	
-4	-2	0	1.130414e-01	3.783157e-02	
4	2	0	1.130414e-01	-3.783157e-02	
3	-5	0	1.173283e-01	2.104284e-02	
-3	5	0	1.173283e-01	-2.104284e-02	
-3	-5	0	1.063738e-01	5.378694e-02	
3	5	0	1.063738e-01	-5.378694e-02	
1	-7	0	1.096087e-01	4.683031e-02	
