100
0	0		9.201315e+00	0.000000e+00	
0	2		-3.388647e+00	4.401609e-01	
0	-2		-3.388647e+00	-4.401609e-01	
1	1		-3.395291e+00	3.854467e-01	
-1	-1		-3.395291e+00	-3.854467e-01	
-1	1		-3.416652e+00	5.516455e-02	
1	-1		-3.416652e+00	-5.516455e-02	
2	-2		1.067365e+00	3.443121e-02	
-2	2		1.067365e+00	-3.443121e-02	
-2	-2		1.040754e+00	2.393403e-01	
2	2		1.040754e+00	-2.393403e-01	
0	-4		1.032472e+00	2.728589e-01	
0	4		1.032472e+00	-2.728589e-01	
-2	0		6.501922e-01	6.319865e-02	
2	0		6.501922e-01	-6.319865e-02	
1	-3		6.463610e-01	9.459472e-02	
-1	3		6.463610e-01	-9.459472e-02	
-1	-3		6.341762e-01	1.566822e-01	
1	3		6.341762e-01	-1.566822e-01	
4	0		-4.523664e-01	8.877876e-02	
-4	0		-4.523664e-01	-8.877876e-02	
2	6		-4.079548e-01	2.146850e-01	
-2	-6		-4.079548e-01	-2.146850e-01	
-2	6		-4.416621e-01	1.321022e-01	
2	-6		-4.416621e-01	-1.321022e-01	
1	7		-3.284636e-01	1.796890e-01	
-1	-7		-3.284636e-01	-1.796890e-01	
-1	7		-3.443064e-01	1.470691e-01	
1	-7		-3.443064e-01	-1.470691e-01	
3	5		-3.340999e-01	1.689772e-01	
-3	-5		-3.340999e-01	-1.689772e-01	
-3	5		-3.685132e-01	6.613162e-02	
3	-5		-3.685132e-01	-6.613162e-02	
4	2		-3.550404e-01	1.188201e-01	
-4	-2		-3.550404e-01	-1.188201e-01	
4	-2		-3.736131e-01	2.418119e-02	
-4	2		-3.736131e-01	-2.418119e-02	
-3	3		-3.306639e-01	1.600377e-02	
3	-3		-3.306639e-01	-1.600377e-02	
3	3		-3.122038e-01	1.101036e-01	
-3	-3		-3.122038e-01	-1.101036e-01	
0	6		-3.064878e-01	1.251221e-01	
0	-6		-3.064878e-01	-1.251221e-01	
-5	3		2.381058e-01	1.156074e-02	
5	-3		2.381058e-01	-1.156074e-02	
-5	-3		2.160885e-01	1.006666e-01	
5	3		2.160885e-01	-1.006666e-01	
4	-6		2.339258e-01	4.588001e-02	
-4	6		2.339258e-01	-4.588001e-02	
-4	-6		1.992340e-01	1.308893e-01	
4	6		1.992340e-01	-1.308893e-01	
1	-9		2.053278e-01	1.211051e-01	
-1	9		2.053278e-01	-1.211051e-01	
-1	-9		1.926484e-01	1.404012e-01	
1	9		1.926484e-01	-1.404012e-01	
-1	-5		2.049670e-01	7.982256e-02	
1	5		2.049670e-01	-7.982256e-02	
1	-5		2.117268e-01	5.961849e-02	
-1	5		2.117268e-01	-5.961849e-02	
-2	-4		2.062176e-01	7.651865e-02	
2	4		2.062176e-01	-7.651865e-02	
2	-4		2.170916e-01	3.537252e-02	
-2	4		2.170916e-01	-3.537252e-02	
-3	-1		2.151216e-01	4.582993e-02	
3	1		2.151216e-01	-4.582993e-02	
-3	1		2.192313e-01	1.774875e-02	
3	-1		2.192313e-01	-1.774875e-02	
-5	1		1.921665e-01	3.450604e-02	
5	-1		1.921665e-01	-3.450604e-02	
-5	-1		1.861225e-01	5.896577e-02	
5	1		1.861225e-01	-5.896577e-02	
3	-7		1.861279e-01	5.894563e-02	
-3	7		1.861279e-01	-5.894563e-02	
-3	-7		1.614243e-01	1.098184e-01	
3	7		1.614243e-01	-1.098184e-01	
2	-8		1.782846e-01	7.957507e-02	
-2	8		1.782846e-01	-7.957507e-02	
-2	-8		1.596222e-01	1.124193e-01	
2	8		1.596222e-01	-1.124193e-01	
0	-10		1.242691e-01	9.367198e-02	
0	10		1.242691e-01	-9.367198e-02	
-5	-5		1.314190e-01	8.333651e-02	
5	5		1.314190e-01	-8.333651e-02	
5	-5		1.551080e-01	1.253805e-02	
-5	5		1.551080e-01	-1.253805e-02	
3	11		-8.016358e-02	9.232427e-02	
-3	-11		-8.016358e-02	-9.232427e-02	
4	10		-8.164748e-02	9.101461e-02	
-4	-10		-8.164748e-02	-9.101461e-02	
-3	11		-1.032615e-01	6.547530e-02	
3	-11		-1.032615e-01	-6.547530e-02	
-4	10		-1.099903e-01	5.340485e-02	
4	-10		-1.099903e-01	-5.340485e-02	
7	1		-1.124392e-01	4.802994e-02	
-7	-1		-1.124392e-01	-4.802994e-02	
7	-1		-1.176881e-01	3.315055e-02	
-7	1		-1.176881e-01	-3.315055e-02	
6	6		-9.489949e-02	7.644898e-02	
-6	-6		-9.489949e-02	-7.644898e-02	
-6	6		-1.212920e-01	1.177296e-02	
